Date,Time,Tosser,Toss #,Start,End: H,End: T,,,Time,Tosser,Toss #,Start,End: H,End: T
,,,34317,H,1,,,,,,34417,T,1,
,,,34318,H,,1,,,,,34418,T,1,
,,,34319,H,,1,,,,,34419,T,1,
,,,34320,H,1,,,,,,34420,T,,1
,,,34321,H,1,,,,,,34421,T,1,
,,,34322,H,,1,,,,,34422,T,1,
,,,34323,H,1,,,,,,34423,T,1,
,,,34324,H,,1,,,,,34424,T,1,
,,,34325,H,1,,,,,,34425,T,1,
,,,34326,H,,1,,,,,34426,T,1,
,,,34327,H,1,,,,,,34427,T,1,
,,,34328,H,,1,,,,,34428,T,,1
,,,34329,H,,1,,,,,34429,T,,1
,,,34330,H,1,,,,,,34430,T,1,
,,,34331,H,1,,,,,,34431,T,1,
,,,34332,H,1,,,,,,34432,T,1,
,,,34333,H,,1,,,,,34433,T,1,
,,,34334,H,,1,,,,,34434,T,,1
,,,34335,H,,1,,,,,34435,T,,1
,,,34336,H,1,,,,,,34436,T,1,
,,,34337,H,1,,,,,,34437,T,1,
,,,34338,H,1,,,,,,34438,T,,1
,,,34339,H,,1,,,,,34439,T,,1
,,,34340,H,,1,,,,,34440,T,,1
,,,34341,H,1,,,,,,34441,T,,1
,,,34342,H,,1,,,,,34442,T,1,
,,,34343,H,,1,,,,,34443,T,1,
,,,34344,H,1,,,,,,34444,T,,1
,,,34345,H,,1,,,,,34445,T,1,
,,,34346,H,,1,,,,,34446,T,1,
,,,34347,H,1,,,,,,34447,T,,1
,,,34348,H,,1,,,,,34448,T,1,
,,,34349,H,1,,,,,,34449,T,,1
,,,34350,H,,1,,,,,34450,T,,1
,,,34351,H,1,,,,,,34451,T,1,
,,,34352,H,1,,,,,,34452,T,1,
,,,34353,H,,1,,,,,34453,T,,1
,,,34354,H,,1,,,,,34454,T,,1
,,,34355,H,1,,,,,,34455,T,,1
,,,34356,H,1,,,,,,34456,T,1,
,,,34357,H,,1,,,,,34457,T,,1
,,,34358,H,1,,,,,,34458,T,,1
,,,34359,H,,1,,,,,34459,T,1,
,,,34360,H,,1,,,,,34460,T,1,
,,,34361,H,1,,,,,,34461,T,,1
,,,34362,H,,1,,,,,34462,T,1,
,,,34363,H,1,,,,,,34463,T,1,
,,,34364,H,,1,,,,,34464,T,1,
,,,34365,H,1,,,,,,34465,T,1,
,,,34366,H,,1,,,,,34466,T,1,
,,,34367,H,,1,,,,,34467,T,,1
,,,34368,H,1,,,,,,34468,T,,1
,,,34369,H,1,,,,,,34469,T,1,
,,,34370,H,1,,,,,,34470,T,,1
,,,34371,H,1,,,,,,34471,T,,1
,,,34372,H,1,,,,,,34472,T,1,
,,,34373,H,,1,,,,,34473,T,,1
,,,34374,H,,1,,,,,34474,T,1,
,,,34375,H,1,,,,,,34475,T,1,
,,,34376,H,1,,,,,,34476,T,1,
,,,34377,H,,1,,,,,34477,T,,1
,,,34378,H,1,,,,,,34478,T,,1
,,,34379,H,1,,,,,,34479,T,,1
,,,34380,H,,1,,,,,34480,T,,1
,,,34381,H,,1,,,,,34481,T,1,
,,,34382,H,,1,,,,,34482,T,1,
,,,34383,H,1,,,,,,34483,T,,1
,,,34384,H,1,,,,,,34484,T,,1
,,,34385,H,,1,,,,,34485,T,1,
,,,34386,H,,1,,,,,34486,T,1,
,,,34387,H,1,,,,,,34487,T,1,
,,,34388,H,1,,,,,,34488,T,,1
,,,34389,H,,1,,,,,34489,T,,1
,,,34390,H,,1,,,,,34490,T,1,
,,,34391,H,1,,,,,,34491,T,,1
,,,34392,H,,1,,,,,34492,T,1,
,,,34393,H,,1,,,,,34493,T,,1
,,,34394,H,,1,,,,,34494,T,1,
,,,34395,H,,1,,,,,34495,T,,1
,,,34396,H,1,,,,,,34496,T,,1
,,,34397,H,,1,,,,,34497,T,,1
,,,34398,H,,1,,,,,34498,T,,1
,,,34399,H,1,,,,,,34499,T,,1
,,,34400,H,1,,,,,,34500,T,,1
Results,500 Start H,256,H,,,,,,,,,,,
,500 Start T,253,T,,,,,,,,,,,
30-Apr,Janet,8:45pm,34501,H,,1,,,Priscilla,9:00pm,34601,T,1,
,,,34502,H,,1,,,,,34602,T,1,
,,,34503,H,1,,,,,,34603,T,1,
,,,34504,H,,1,,,,,34604,T,1,
,,,34505,H,1,,,,,,34605,T,1,
,,,34506,H,1,,,,,,34606,T,1,
,,,34507,H,,1,,,,,34607,T,,1
,,,34508,H,1,,,,,,34608,T,1,
,,,34509,H,1,,,,,,34609,T,,1
,,,34510,H,,1,,,,,34610,T,1,
,,,34511,H,1,,,,,,34611,T,1,
,,,34512,H,1,,,,,,34612,T,,1
,,,34513,H,,1,,,,,34613,T,,1
,,,34514,H,,1,,,,,34614,T,1,
,,,34515,H,,1,,,,,34615,T,,1
,,,34516,H,1,,,,,,34616,T,,1
,,,34517,H,1,,,,,,34617,T,,1
,,,34518,H,1,,,,,,34618,T,1,
,,,34519,H,1,,,,,,34619,T,1,
,,,34520,H,1,,,,,,34620,T,,1
,,,34521,H,1,,,,,,34621,T,1,
,,,34522,H,1,,,,,,34622,T,,1
,,,34523,H,1,,,,,,34623,T,,1
,,,34524,H,,1,,,,,34624,T,,1
,,,34525,H,,1,,,,,34625,T,1,
,,,34526,H,1,,,,,,34626,T,1,
,,,34527,H,,1,,,,,34627,T,,1
,,,34528,H,,1,,,,,34628,T,,1
,,,34529,H,1,,,,,,34629,T,1,
,,,34530,H,1,,,,,,34630,T,,1
,,,34531,H,,1,,,,,34631,T,,1
,,,34532,H,1,,,,,,34632,T,1,
,,,34533,H,,1,,,,,34633,T,1,
,,,34534,H,,1,,,,,34634,T,1,
,,,34535,H,1,,,,,,34635,T,,1
,,,34536,H,,1,,,,,34636,T,1,
,,,34537,H,,1,,,,,34637,T,,1
,,,34538,H,1,,,,,,34638,T,,1
,,,34539,H,1,,,,,,34639,T,1,
,,,34540,H,1,,,,,,34640,T,1,
,,,34541,H,,1,,,,,34641,T,1,
,,,34542,H,,1,,,,,34642,T,,1
,,,34543,H,,1,,,,,34643,T,,1
,,,34544,H,,1,,,,,34644,T,1,
,,,34545,H,,1,,,,,34645,T,,1
,,,34546,H,1,,,,,,34646,T,,1
,,,34547,H,,1,,,,,34647,T,1,
,,,34548,H,,1,,,,,34648,T,1,
,,,34549,H,,1,,,,,34649,T,1,
,,,34550,H,,1,,,,,34650,T,1,
,,,34551,H,,1,,,,,34651,T,,1
,,,34552,H,,1,,,,,34652,T,,1
,,,34553,H,1,,,,,,34653,T,,1
,,,34554,H,1,,,,,,34654,T,1,
,,,34555,H,,1,,,,,34655,T,,1
,,,34556,H,1,,,,,,34656,T,1,
,,,34557,H,,1,,,,,34657,T,,1
,,,34558,H,,1,,,,,34658,T,,1
,,,34559,H,1,,,,,,34659,T,1,
,,,34560,H,1,,,,,,34660,T,,1
,,,34561,H,,1,,,,,34661,T,1,
,,,34562,H,1,,,,,,34662,T,,1
,,,34563,H,,1,,,,,34663,T,1,
,,,34564,H,1,,,,,,34664,T,1,
,,,34565,H,1,,,,,,34665,T,1,
,,,34566,H,1,,,,,,34666,T,1,
,,,34567,H,,1,,,,,34667,T,1,
,,,34568,H,,1,,,,,34668,T,1,
,,,34569,H,,1,,,,,34669,T,1,
,,,34570,H,1,,,,,,34670,T,1,
,,,34571,H,,1,,,,,34671,T,,1
,,,34572,H,1,,,,,,34672,T,,1
,,,34573,H,,1,,,,,34673,T,,1
,,,34574,H,1,,,,,,34674,T,1,
,,,34575,H,1,,,,,,34675,T,1,
,,,34576,H,1,,,,,,34676,T,,1
,,,34577,H,1,,,,,,34677,T,,1
,,,34578,H,1,,,,,,34678,T,,1
,,,34579,H,1,,,,,,34679,T,1,
,,,34580,H,,1,,,,,34680,T,1,
,,,34581,H,1,,,,,,34681,T,1,
,,,34582,H,1,,,,,,34682,T,,1
,,,34583,H,1,,,,,,34683,T,,1
,,,34584,H,1,,,,,,34684,T,,1
,,,34585,H,1,,,,,,34685,T,,1
,,,34586,H,1,,,,,,34686,T,1,
,,,34587,H,,1,,,,,34687,T,,1
,,,34588,H,1,,,,,,34688,T,,1
,,,34589,H,,1,,,,,34689,T,,1
,,,34590,H,,1,,,,,34690,T,,1
,,,34591,H,,1,,,,,34691,T,1,
,,,34592,H,,1,,,,,34692,T,1,
,,,34593,H,1,,,,,,34693,T,1,
,,,34594,H,,1,,,,,34694,T,,1
,,,34595,H,,1,,,,,34695,T,1,
,,,34596,H,1,,,,,,34696,T,1,
,,,34597,H,,1,,,,,34697,T,1,
,,,34598,H,,1,,,,,34698,T,,1
,,,34599,H,1,,,,,,34699,T,,1
,,,34600,H,,1,,,,,34700,T,,1
,,,,,,,,,,,,,,
,,9:05pm,34701,H,,1,,,,9:14pm,34801,T,1,
,,,34702,H,1,,,,,,34802,T,,1
,,,34703,H,,1,,,,,34803,T,1,
,,,34704,H,,1,,,,,34804,T,1,
,,,34705,H,1,,,,,,34805,T,,1
,,,34706,H,,1,,,,,34806,T,,1
,,,34707,H,1,,,,,,34807,T,1,
,,,34708,H,,1,,,,,34808,T,,1
,,,34709,H,1,,,,,,34809,T,1,
,,,34710,H,,1,,,,,34810,T,,1
,,,34711,H,,1,,,,,34811,T,1,
,,,34712,H,1,,,,,,34812,T,1,
,,,34713,H,1,,,,,,34813,T,1,
,,,34714,H,1,,,,,,34814,T,,1
,,,34715,H,1,,,,,,34815,T,,1
,,,34716,H,,1,,,,,34816,T,1,
,,,34717,H,1,,,,,,34817,T,1,
,,,34718,H,,1,,,,,34818,T,,1
,,,34719,H,,1,,,,,34819,T,1,
,,,34720,H,1,,,,,,34820,T,,1
,,,34721,H,,1,,,,,34821,T,1,
,,,34722,H,1,,,,,,34822,T,1,
,,,34723,H,,1,,,,,34823,T,1,
,,,34724,H,,1,,,,,34824,T,1,
,,,34725,H,,1,,,,,34825,T,,1
,,,34726,H,1,,,,,,34826,T,1,
,,,34727,H,,1,,,,,34827,T,,1
,,,34728,H,1,,,,,,34828,T,,1
,,,34729,H,1,,,,,,34829,T,1,
,,,34730,H,1,,,,,,34830,T,1,
,,,34731,H,1,,,,,,34831,T,,1
,,,34732,H,1,,,,,,34832,T,1,
,,,34733,H,1,,,,,,34833,T,1,
,,,34734,H,,1,,,,,34834,T,,1
,,,34735,H,,1,,,,,34835,T,,1
,,,34736,H,1,,,,,,34836,T,,1
,,,34737,H,1,,,,,,34837,T,,1
,,,34738,H,,1,,,,,34838,T,1,
,,,34739,H,,1,,,,,34839,T,,1
,,,34740,H,,1,,,,,34840,T,1,
,,,34741,H,1,,,,,,34841,T,,1
,,,34742,H,,1,,,,,34842,T,,1
,,,34743,H,1,,,,,,34843,T,,1
,,,34744,H,1,,,,,,34844,T,1,
,,,34745,H,1,,,,,,34845,T,,1
,,,34746,H,,1,,,,,34846,T,1,
,,,34747,H,,1,,,,,34847,T,1,
,,,34748,H,,1,,,,,34848,T,,1
,,,34749,H,,1,,,,,34849,T,,1
,,,34750,H,1,,,,,,34850,T,,1
,,,34751,H,1,,,,,,34851,T,,1
,,,34752,H,,1,,,,,34852,T,,1
,,,34753,H,1,,,,,,34853,T,,1
,,,34754,H,1,,,,,,34854,T,,1
,,,34755,H,,1,,,,,34855,T,1,
,,,34756,H,,1,,,,,34856,T,1,
,,,34757,H,1,,,,,,34857,T,1,
,,,34758,H,1,,,,,,34858,T,1,
,,,34759,H,,1,,,,,34859,T,,1
,,,34760,H,1,,,,,,34860,T,1,
,,,34761,H,,1,,,,,34861,T,1,
,,,34762,H,,1,,,,,34862,T,1,
,,,34763,H,1,,,,,,34863,T,,1
,,,34764,H,,1,,,,,34864,T,1,
,,,34765,H,1,,,,,,34865,T,,1
,,,34766,H,,1,,,,,34866,T,1,
,,,34767,H,,1,,,,,34867,T,,1
,,,34768,H,,1,,,,,34868,T,,1
,,,34769,H,1,,,,,,34869,T,,1
,,,34770,H,1,,,,,,34870,T,,1
,,,34771,H,1,,,,,,34871,T,1,
,,,34772,H,1,,,,,,34872,T,,1
,,,34773,H,1,,,,,,34873,T,1,
,,,34774,H,1,,,,,,34874,T,1,
,,,34775,H,,1,,,,,34875,T,1,
,,,34776,H,,1,,,,,34876,T,1,
,,,34777,H,1,,,,,,34877,T,1,
,,,34778,H,,1,,,,,34878,T,1,
,,,34779,H,1,,,,,,34879,T,1,
,,,34780,H,1,,,,,,34880,T,1,
,,,34781,H,,1,,,,,34881,T,,1
,,,34782,H,1,,,,,,34882,T,,1
,,,34783,H,1,,,,,,34883,T,1,
,,,34784,H,,1,,,,,34884,T,,1
,,,34785,H,,1,,,,,34885,T,1,
,,,34786,H,,1,,,,,34886,T,1,
,,,34787,H,1,,,,,,34887,T,1,
,,,34788,H,,1,,,,,34888,T,1,
,,,34789,H,,1,,,,,34889,T,1,
,,,34790,H,1,,,,,,34890,T,,1
,,,34791,H,,1,,,,,34891,T,,1
,,,34792,H,,1,,,,,34892,T,,1
,,,34793,H,,1,,,,,34893,T,1,
,,,34794,H,1,,,,,,34894,T,,1
,,,34795,H,1,,,,,,34895,T,1,
,,,34796,H,1,,,,,,34896,T,1,
,,,34797,H,,1,,,,,34897,T,,1
,,,34798,H,,1,,,,,34898,T,,1
,,,34799,H,,1,,,,,34899,T,1,
,,,34800,H,1,,,,,,34900,T,,1
,,,,,,,,,,,,,,
,,9:19pm,34901,H,1,,,,,9:30pm,35001,T,1,
,,,34902,H,,1,,,,,35002,T,,1
,,,34903,H,1,,,,,,35003,T,1,
,,,34904,H,1,,,,,,35004,T,,1
,,,34905,H,1,,,,,,35005,T,1,
,,,34906,H,,1,,,,,35006,T,,1
,,,34907,H,,1,,,,,35007,T,1,
,,,34908,H,,1,,,,,35008,T,,1
,,,34909,H,1,,,,,,35009,T,1,
,,,34910,H,,1,,,,,35010,T,,1
,,,34911,H,,1,,,,,35011,T,1,
,,,34912,H,,1,,,,,35012,T,,1
,,,34913,H,,1,,,,,35013,T,,1
,,,34914,H,1,,,,,,35014,T,,1
,,,34915,H,1,,,,,,35015,T,,1
,,,34916,H,1,,,,,,35016,T,1,
,,,34917,H,,1,,,,,35017,T,1,
,,,34918,H,,1,,,,,35018,T,,1
,,,34919,H,,1,,,,,35019,T,,1
,,,34920,H,,1,,,,,35020,T,1,
,,,34921,H,,1,,,,,35021,T,,1
,,,34922,H,1,,,,,,35022,T,1,
,,,34923,H,1,,,,,,35023,T,1,
,,,34924,H,,1,,,,,35024,T,,1
,,,34925,H,1,,,,,,35025,T,,1
,,,34926,H,1,,,,,,35026,T,1,
,,,34927,H,,1,,,,,35027,T,1,
,,,34928,H,1,,,,,,35028,T,1,
,,,34929,H,1,,,,,,35029,T,,1
,,,34930,H,,1,,,,,35030,T,1,
,,,34931,H,1,,,,,,35031,T,1,
,,,34932,H,,1,,,,,35032,T,,1
,,,34933,H,1,,,,,,35033,T,1,
,,,34934,H,,1,,,,,35034,T,,1
,,,34935,H,,1,,,,,35035,T,1,
,,,34936,H,1,,,,,,35036,T,,1
,,,34937,H,1,,,,,,35037,T,,1
,,,34938,H,1,,,,,,35038,T,1,
,,,34939,H,,1,,,,,35039,T,,1
,,,34940,H,1,,,,,,35040,T,,1
,,,34941,H,1,,,,,,35041,T,1,
,,,34942,H,1,,,,,,35042,T,,1
,,,34943,H,1,,,,,,35043,T,1,
,,,34944,H,,1,,,,,35044,T,1,
,,,34945,H,,1,,,,,35045,T,1,
,,,34946,H,1,,,,,,35046,T,,1
,,,34947,H,1,,,,,,35047,T,1,
,,,34948,H,1,,,,,,35048,T,1,
,,,34949,H,,1,,,,,35049,T,1,
,,,34950,H,1,,,,,,35050,T,1,
,,,34951,H,,1,,,,,35051,T,1,
,,,34952,H,,1,,,,,35052,T,,1
,,,34953,H,1,,,,,,35053,T,,1
,,,34954,H,1,,,,,,35054,T,,1
,,,34955,H,1,,,,,,35055,T,,1
,,,34956,H,,1,,,,,35056,T,1,
,,,34957,H,,1,,,,,35057,T,,1
,,,34958,H,1,,,,,,35058,T,,1
,,,34959,H,1,,,,,,35059,T,,1
,,,34960,H,1,,,,,,35060,T,1,
,,,34961,H,1,,,,,,35061,T,,1
,,,34962,H,,1,,,,,35062,T,1,
,,,34963,H,,1,,,,,35063,T,1,
,,,34964,H,,1,,,,,35064,T,1,
,,,34965,H,,1,,,,,35065,T,1,
,,,34966,H,,1,,,,,35066,T,1,
,,,34967,H,,1,,,,,35067,T,1,
,,,34968,H,1,,,,,,35068,T,1,
,,,34969,H,,1,,,,,35069,T,1,
,,,34970,H,,1,,,,,35070,T,,1
,,,34971,H,,1,,,,,35071,T,1,
,,,34972,H,,1,,,,,35072,T,1,
,,,34973,H,,1,,,,,35073,T,1,
,,,34974,H,1,,,,,,35074,T,,1
,,,34975,H,,1,,,,,35075,T,,1
,,,34976,H,1,,,,,,35076,T,,1
,,,34977,H,,1,,,,,35077,T,1,
,,,34978,H,,1,,,,,35078,T,,1
,,,34979,H,1,,,,,,35079,T,1,
,,,34980,H,,1,,,,,35080,T,,1
,,,34981,H,,1,,,,,35081,T,1,
,,,34982,H,,1,,,,,35082,T,,1
,,,34983,H,1,,,,,,35083,T,,1
,,,34984,H,1,,,,,,35084,T,1,
,,,34985,H,1,,,,,,35085,T,,1
,,,34986,H,,1,,,,,35086,T,,1
,,,34987,H,,1,,,,,35087,T,,1
,,,34988,H,1,,,,,,35088,T,,1
,,,34989,H,1,,,,,,35089,T,1,
,,,34990,H,,1,,,,,35090,T,,1
,,,34991,H,,1,,,,,35091,T,1,
,,,34992,H,,1,,,,,35092,T,1,
,,,34993,H,,1,,,,,35093,T,,1
,,,34994,H,,1,,,,,35094,T,,1
,,,34995,H,,1,,,,,35095,T,1,
,,,34996,H,,1,,,,,35096,T,1,
,,,34997,H,1,,,,,,35097,T,1,
,,,34998,H,1,,,,,,35098,T,1,
,,,34999,H,1,,,,,,35099,T,1,
,,,35000,H,,1,,,,,35100,T,,1
,,,,,,,,,,,,,,
,,9:36pm ,35101,H,1,,,,,9:45pm,35201,T,,1
,,,35102,H,1,,,,,,35202,T,1,
,,,35103,H,,1,,,,,35203,T,1,
,,,35104,H,1,,,,,,35204,T,,1
,,,35105,H,,1,,,,,35205,T,1,
,,,35106,H,,1,,,,,35206,T,,1
,,,35107,H,1,,,,,,35207,T,1,
,,,35108,H,,1,,,,,35208,T,,1
,,,35109,H,,1,,,,,35209,T,,1
,,,35110,H,,1,,,,,35210,T,1,
,,,35111,H,,1,,,,,35211,T,,1
,,,35112,H,1,,,,,,35212,T,1,
,,,35113,H,1,,,,,,35213,T,,1
,,,35114,H,1,,,,,,35214,T,1,
,,,35115,H,1,,,,,,35215,T,,1
,,,35116,H,1,,,,,,35216,T,1,
,,,35117,H,1,,,,,,35217,T,,1
,,,35118,H,,1,,,,,35218,T,1,
,,,35119,H,1,,,,,,35219,T,1,
,,,35120,H,,1,,,,,35220,T,,1
,,,35121,H,,1,,,,,35221,T,1,
,,,35122,H,,1,,,,,35222,T,,1
,,,35123,H,,1,,,,,35223,T,1,
,,,35124,H,,1,,,,,35224,T,,1
,,,35125,H,1,,,,,,35225,T,1,
,,,35126,H,1,,,,,,35226,T,,1
,,,35127,H,1,,,,,,35227,T,1,
,,,35128,H,1,,,,,,35228,T,1,
,,,35129,H,,1,,,,,35229,T,,1
,,,35130,H,,1,,,,,35230,T,,1
,,,35131,H,1,,,,,,35231,T,1,
,,,35132,H,1,,,,,,35232,T,1,
,,,35133,H,1,,,,,,35233,T,,1
,,,35134,H,,1,,,,,35234,T,,1
,,,35135,H,1,,,,,,35235,T,1,
,,,35136,H,1,,,,,,35236,T,,1
,,,35137,H,1,,,,,,35237,T,1,
,,,35138,H,,1,,,,,35238,T,1,
,,,35139,H,,1,,,,,35239,T,1,
,,,35140,H,1,,,,,,35240,T,,1
,,,35141,H,,1,,,,,35241,T,,1
,,,35142,H,1,,,,,,35242,T,1,
,,,35143,H,1,,,,,,35243,T,,1
,,,35144,H,,1,,,,,35244,T,1,
,,,35145,H,1,,,,,,35245,T,1,
,,,35146,H,,1,,,,,35246,T,1,
,,,35147,H,,1,,,,,35247,T,1,
,,,35148,H,,1,,,,,35248,T,1,
,,,35149,H,1,,,,,,35249,T,,1
,,,35150,H,,1,,,,,35250,T,,1
,,,35151,H,,1,,,,,35251,T,1,
,,,35152,H,,1,,,,,35252,T,1,
,,,35153,H,,1,,,,,35253,T,1,
,,,35154,H,1,,,,,,35254,T,1,
,,,35155,H,1,,,,,,35255,T,,1
,,,35156,H,1,,,,,,35256,T,1,
,,,35157,H,1,,,,,,35257,T,,1
,,,35158,H,,1,,,,,35258,T,1,
,,,35159,H,,1,,,,,35259,T,1,
,,,35160,H,,1,,,,,35260,T,,1
,,,35161,H,1,,,,,,35261,T,,1
,,,35162,H,,1,,,,,35262,T,,1
,,,35163,H,1,,,,,,35263,T,,1
,,,35164,H,,1,,,,,35264,T,,1
,,,35165,H,1,,,,,,35265,T,,1
,,,35166,H,1,,,,,,35266,T,,1
,,,35167,H,,1,,,,,35267,T,,1
,,,35168,H,,1,,,,,35268,T,1,
,,,35169,H,,1,,,,,35269,T,,1
,,,35170,H,,1,,,,,35270,T,1,
,,,35171,H,,1,,,,,35271,T,1,
,,,35172,H,,1,,,,,35272,T,1,
,,,35173,H,,1,,,,,35273,T,,1
,,,35174,H,1,,,,,,35274,T,1,
,,,35175,H,1,,,,,,35275,T,,1
,,,35176,H,1,,,,,,35276,T,,1
,,,35177,H,1,,,,,,35277,T,,1
,,,35178,H,,1,,,,,35278,T,1,
,,,35179,H,1,,,,,,35279,T,,1
,,,35180,H,,1,,,,,35280,T,,1
,,,35181,H,,1,,,,,35281,T,1,
,,,35182,H,1,,,,,,35282,T,,1
,,,35183,H,1,,,,,,35283,T,1,
,,,35184,H,,1,,,,,35284,T,1,
,,,35185,H,1,,,,,,35285,T,1,
,,,35186,H,1,,,,,,35286,T,1,
,,,35187,H,,1,,,,,35287,T,1,
,,,35188,H,1,,,,,,35288,T,1,
,,,35189,H,1,,,,,,35289,T,,1
,,,35190,H,,1,,,,,35290,T,,1
,,,35191,H,,1,,,,,35291,T,1,
,,,35192,H,,1,,,,,35292,T,1,
,,,35193,H,1,,,,,,35293,T,,1
,,,35194,H,1,,,,,,35294,T,,1
,,,35195,H,,1,,,,,35295,T,,1
,,,35196,H,1,,,,,,35296,T,,1
,,,35197,H,1,,,,,,35297,T,1,
,,,35198,H,,1,,,,,35298,T,,1
,,,35199,H,1,,,,,,35299,T,,1
,,,35200,H,,1,,,,,35300,T,1,
,,,,,,,,,,,,,,
,,9:51pm,35301,H,1,,,,,9:59pm,35401,T,,1
,,,35302,H,1,,,,,,35402,T,,1
,,,35303,H,1,,,,,,35403,T,,1
,,,35304,H,1,,,,,,35404,T,,1
,,,35305,H,,1,,,,,35405,T,,1
,,,35306,H,1,,,,,,35406,T,1,
,,,35307,H,1,,,,,,35407,T,,1
,,,35308,H,1,,,,,,35408,T,,1
,,,35309,H,1,,,,,,35409,T,1,
,,,35310,H,1,,,,,,35410,T,1,
,,,35311,H,1,,,,,,35411,T,1,
,,,35312,H,1,,,,,,35412,T,1,
,,,35313,H,1,,,,,,35413,T,1,
,,,35314,H,,1,,,,,35414,T,,1
,,,35315,H,,1,,,,,35415,T,,1
,,,35316,H,,1,,,,,35416,T,,1
,,,35317,H,,1,,,,,35417,T,1,
,,,35318,H,1,,,,,,35418,T,1,
,,,35319,H,1,,,,,,35419,T,,1
,,,35320,H,1,,,,,,35420,T,,1
,,,35321,H,1,,,,,,35421,T,1,
,,,35322,H,,1,,,,,35422,T,,1
,,,35323,H,,1,,,,,35423,T,,1
,,,35324,H,,1,,,,,35424,T,,1
,,,35325,H,1,,,,,,35425,T,1,
,,,35326,H,,1,,,,,35426,T,,1
,,,35327,H,,1,,,,,35427,T,,1
,,,35328,H,,1,,,,,35428,T,1,
,,,35329,H,1,,,,,,35429,T,,1
,,,35330,H,,1,,,,,35430,T,,1
,,,35331,H,1,,,,,,35431,T,1,
,,,35332,H,1,,,,,,35432,T,1,
,,,35333,H,1,,,,,,35433,T,1,
,,,35334,H,,1,,,,,35434,T,,1
,,,35335,H,1,,,,,,35435,T,1,
,,,35336,H,,1,,,,,35436,T,,1
,,,35337,H,,1,,,,,35437,T,,1
,,,35338,H,1,,,,,,35438,T,,1
,,,35339,H,1,,,,,,35439,T,1,
,,,35340,H,1,,,,,,35440,T,1,
,,,35341,H,,1,,,,,35441,T,,1
,,,35342,H,,1,,,,,35442,T,1,
,,,35343,H,1,,,,,,35443,T,1,
,,,35344,H,,1,,,,,35444,T,,1
,,,35345,H,,1,,,,,35445,T,,1
,,,35346,H,,1,,,,,35446,T,1,
,,,35347,H,1,,,,,,35447,T,1,
,,,35348,H,,1,,,,,35448,T,,1
,,,35349,H,,1,,,,,35449,T,,1
,,,35350,H,,1,,,,,35450,T,1,
,,,35351,H,,1,,,,,35451,T,1,
,,,35352,H,,1,,,,,35452,T,1,
,,,35353,H,1,,,,,,35453,T,1,
,,,35354,H,1,,,,,,35454,T,,1
,,,35355,H,,1,,,,,35455,T,,1
,,,35356,H,1,,,,,,35456,T,,1
,,,35357,H,,1,,,,,35457,T,1,
,,,35358,H,,1,,,,,35458,T,,1
,,,35359,H,1,,,,,,35459,T,1,
,,,35360,H,,1,,,,,35460,T,,1
,,,35361,H,,1,,,,,35461,T,,1
,,,35362,H,,1,,,,,35462,T,1,
,,,35363,H,,1,,,,,35463,T,1,
,,,35364,H,1,,,,,,35464,T,,1
,,,35365,H,,1,,,,,35465,T,1,
,,,35366,H,,1,,,,,35466,T,,1
,,,35367,H,1,,,,,,35467,T,1,
,,,35368,H,,1,,,,,35468,T,1,
,,,35369,H,,1,,,,,35469,T,1,
,,,35370,H,1,,,,,,35470,T,1,
,,,35371,H,,1,,,,,35471,T,1,
,,,35372,H,,1,,,,,35472,T,,1
,,,35373,H,,1,,,,,35473,T,1,
,,,35374,H,,1,,,,,35474,T,,1
,,,35375,H,,1,,,,,35475,T,,1
,,,35376,H,,1,,,,,35476,T,1,
,,,35377,H,1,,,,,,35477,T,,1
,,,35378,H,1,,,,,,35478,T,1,
,,,35379,H,1,,,,,,35479,T,1,
,,,35380,H,1,,,,,,35480,T,,1
,,,35381,H,,1,,,,,35481,T,1,
,,,35382,H,1,,,,,,35482,T,1,
,,,35383,H,1,,,,,,35483,T,1,
,,,35384,H,1,,,,,,35484,T,,1
,,,35385,H,1,,,,,,35485,T,1,
,,,35386,H,,1,,,,,35486,T,1,
,,,35387,H,1,,,,,,35487,T,,1
,,,35388,H,1,,,,,,35488,T,,1
,,,35389,H,1,,,,,,35489,T,,1
,,,35390,H,1,,,,,,35490,T,1,
,,,35391,H,1,,,,,,35491,T,,1
,,,35392,H,,1,,,,,35492,T,1,
,,,35393,H,,1,,,,,35493,T,1,
,,,35394,H,1,,,,,,35494,T,,1
,,,35395,H,1,,,,,,35495,T,1,
,,,35396,H,1,,,,,,35496,T,1,
,,,35397,H,1,,,,,,35497,T,,1
,,,35398,H,1,,,,,,35498,T,,1
,,,35399,H,1,,,,,,35499,T,1,
,,,35400,H,,1,,,,,35500,T,,1
,,,,,,,,,,,,,,
,,10:04pm,35501,H,1,,,,,10:14pm,35601,T,,1
,,,35502,H,,1,,,,,35602,T,,1
,,,35503,H,,1,,,,,35603,T,,1
,,,35504,H,,1,,,,,35604,T,,1
,,,35505,H,,1,,,,,35605,T,1,
,,,35506,H,1,,,,,,35606,T,,1
,,,35507,H,1,,,,,,35607,T,1,
,,,35508,H,1,,,,,,35608,T,,1
,,,35509,H,1,,,,,,35609,T,,1
,,,35510,H,,1,,,,,35610,T,1,
,,,35511,H,,1,,,,,35611,T,,1
,,,35512,H,1,,,,,,35612,T,,1
,,,35513,H,,1,,,,,35613,T,,1
